order_line_id,order_id,order_date,customer_id,customer_cpf,customer_gender,customer_birthdate,brand_name,region_name,store_name,product_category,payment_method,health_plan_name,fulfillment_type,booking_channel,channel_group,campaign_non_direct,revenue_amount,quantity,market_segment,is_excluded,order_status
OL_0000661,ORD_0000661,2024-05-03,CUST_00184,40355598379,M,1973-11-20,VitaShop Express,South,Store_016,Device - Monitor,health_plan,PlanC,IN_STORE_PICKUP,CALL_CENTER,,,393.52,2,B2C,False,COMPLETED
OL_0000662,ORD_0000662,2024-10-26,CUST_00184,40355598379,M,1973-11-20,VitaShop Express,South,Store_016,Device - Wearable,credit_card,,IN_STORE_PICKUP,CALL_CENTER,,,280.61,2,B2C,False,COMPLETED
OL_0000663,ORD_0000663,2024-04-17,CUST_00185,12249776209,F,1981-03-23,VitaShop Express,Southeast,Store_025,Service - Personal Trainer,vitashop_wallet,,IN_STORE_PICKUP,IN_STORE,,,101.55,2,B2C,False,COMPLETED
OL_0000664,ORD_0000664,2022-03-02,CUST_00186,56871710358,N/A,1959-09-23,VitaShop Pro,North,Store_024,Supplement - Vitamins,health_plan,PlanA,IN_STORE_PICKUP,DIGITAL,Referral,,27.94,1,B2C,False,COMPLETED
OL_0000665,ORD_0000665,2023-03-09,CUST_00187,57929098377,M,1953-11-22,VitaShop Express,North,Store_029,Supplement - Protein,health_plan,PlanB,HOME_DELIVERY,DIGITAL,Social,,81.52,4,B2C,False,COMPLETED
OL_0000666,ORD_0000666,2023-12-04,CUST_00188,34031464544,F,1988-04-29,VitaShop Express,North,Store_009,Supplement - Vitamins,vitashop_wallet,,HOME_DELIVERY,IN_STORE,,,99.41,4,PREMIUM,False,COMPLETED
OL_0000667,ORD_0000667,2022-07-25,CUST_00188,34031464544,F,1988-04-29,VitaShop Express,North,Store_009,Device - Wearable,credit_card,,HOME_DELIVERY,IN_STORE,,,166.69,2,B2C,False,COMPLETED
OL_0000668,ORD_0000668,2025-12-03,CUST_00188,34031464544,F,1988-04-29,VitaShop Express,North,Store_009,Device - Monitor,credit_card,,HOME_DELIVERY,DIGITAL,Referral,,418.53,5,B2C,False,COMPLETED
OL_0000669,ORD_0000669,2023-10-22,CUST_00188,34031464544,F,1988-04-29,VitaShop Express,North,Store_009,Service - Personal Trainer,credit_card,,HOME_DELIVERY,DIGITAL,Organic Search,,143.06,4,B2C,False,COMPLETED
OL_0000670,ORD_0000670,2023-12-15,CUST_00189,74298160800,F,2005-05-29,VitaShop Pro,Midwest,Store_013,Device - Wearable,vitashop_wallet,,IN_STORE_PICKUP,IN_STORE,,,341.01,4,B2C,False,COMPLETED
OL_0000671,ORD_0000671,2024-12-01,CUST_00189,74298160800,F,2005-05-29,VitaShop Pro,Midwest,Store_013,Service - Personal Trainer,health_plan,PlanC,IN_STORE_PICKUP,DIGITAL,Paid Search,new_year_promo,304.74,3,PREMIUM,False,COMPLETED
OL_0000672,ORD_0000672,2024-07-02,CUST_00189,74298160800,F,2005-05-29,VitaShop Pro,Midwest,Store_013,Device - Wearable,credit_card,,IN_STORE_PICKUP,CALL_CENTER,,,287.57,2,B2C,False,COMPLETED
OL_0000673,ORD_0000673,2022-07-03,CUST_00189,74298160800,F,2005-05-29,VitaShop Pro,Midwest,Store_013,Device - Wearable,credit_card,,IN_STORE_PICKUP,IN_STORE,,,753.85,2,B2C,False,COMPLETED
OL_0000674,ORD_0000674,2023-07-29,CUST_00189,74298160800,F,2005-05-29,VitaShop Pro,Midwest,Store_013,Service - Personal Trainer,credit_card,,IN_STORE_PICKUP,DIGITAL,Email,,329.14,2,B2C,False,COMPLETED
OL_0000675,ORD_0000675,2023-11-13,CUST_00190,12553376121,F,1947-01-31,VitaShop Pro,South,Store_026,Service - Nutritionist,credit_card,,IN_STORE_PICKUP,CALL_CENTER,,,181.79,3,B2C,False,COMPLETED
OL_0000676,ORD_0000676,2024-02-21,CUST_00190,12553376121,F,1947-01-31,VitaShop Pro,South,Store_026,Service - Personal Trainer,health_plan,PlanA,HOME_DELIVERY,CALL_CENTER,,,140.36,2,B2C,False,COMPLETED
OL_0000677,ORD_0000677,2023-11-28,CUST_00190,12553376121,F,1947-01-31,VitaShop Pro,South,Store_026,Service - Nutritionist,health_plan,PlanB,IN_STORE_PICKUP,IN_STORE,,,179.29,5,PREMIUM,False,COMPLETED
OL_0000678,ORD_0000678,2022-01-04,CUST_00190,12553376121,F,1947-01-31,VitaShop Pro,South,Store_026,Supplement - Protein,vitashop_wallet,,IN_STORE_PICKUP,CALL_CENTER,,,147.38,4,B2C,False,COMPLETED
OL_0000679,ORD_0000679,2025-10-23,CUST_00190,12553376121,F,1947-01-31,VitaShop Pro,South,Store_026,Service - Nutritionist,credit_card,,IN_STORE_PICKUP,CALL_CENTER,,,186.73,1,B2C,False,COMPLETED
OL_0000680,ORD_0000680,2023-08-31,CUST_00191,88882670910,F,1993-03-16,VitaShop Premium,Northeast,Store_027,Device - Wearable,credit_card,,IN_STORE_PICKUP,CALL_CENTER,,,334.21,5,B2C,False,COMPLETED
OL_0000681,ORD_0000681,2022-03-12,CUST_00192,54174656435,M,1952-03-09,VitaShop Express,Midwest,Store_018,Device - Monitor,health_plan,PlanA,HOME_DELIVERY,DIGITAL,Referral,brand_awareness_q1,460.88,5,B2C,False,COMPLETED
OL_0000682,ORD_0000682,2024-02-11,CUST_00192,54174656435,M,1952-03-09,VitaShop Express,Midwest,Store_018,Device - Monitor,credit_card,,IN_STORE_PICKUP,DIGITAL,Referral,retention_email_q2,750.05,1,B2C,False,COMPLETED
OL_0000683,ORD_0000683,2024-03-13,CUST_00192,54174656435,M,1952-03-09,VitaShop Express,Midwest,Store_018,Service - Personal Trainer,vitashop_wallet,,IN_STORE_PICKUP,IN_STORE,,,227.94,1,B2C,False,COMPLETED
OL_0000684,ORD_0000684,2023-12-15,CUST_00192,54174656435,M,1952-03-09,VitaShop Express,Midwest,Store_018,Device - Wearable,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Referral,black_friday,605.72,2,B2C,False,COMPLETED
OL_0000685,ORD_0000685,2023-10-25,CUST_00192,54174656435,M,1952-03-09,VitaShop Express,Midwest,Store_018,Supplement - Protein,health_plan,PlanC,HOME_DELIVERY,IN_STORE,,,105.1,4,B2C,False,COMPLETED
OL_0000686,ORD_0000686,2022-10-24,CUST_00193,87248483042,N/A,1954-11-29,VitaShop Premium,North,Store_019,Supplement - Vitamins,credit_card,,IN_STORE_PICKUP,IN_STORE,,,67.09,1,PREMIUM,False,COMPLETED
OL_0000687,ORD_0000687,2022-10-30,CUST_00194,91925646786,F,2000-06-25,VitaShop Premium,South,Store_021,Device - Wearable,vitashop_wallet,,IN_STORE_PICKUP,CALL_CENTER,,,212.43,1,PREMIUM,False,COMPLETED
OL_0000688,ORD_0000688,2022-04-18,CUST_00194,91925646786,F,2000-06-25,VitaShop Premium,South,Store_021,Service - Nutritionist,credit_card,,HOME_DELIVERY,CALL_CENTER,,,249.28,2,B2C,False,COMPLETED
OL_0000689,ORD_0000689,2023-05-09,CUST_00194,91925646786,F,2000-06-25,VitaShop Premium,South,Store_021,Device - Wearable,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Social,retention_email_q2,655.53,1,PREMIUM,False,COMPLETED
OL_0000690,ORD_0000690,2023-07-18,CUST_00194,91925646786,F,2000-06-25,VitaShop Premium,South,Store_021,Service - Personal Trainer,health_plan,PlanC,IN_STORE_PICKUP,DIGITAL,Organic Search,brand_awareness_q1,112.95,1,B2C,False,COMPLETED
OL_0000691,ORD_0000691,2022-02-17,CUST_00194,91925646786,F,2000-06-25,VitaShop Premium,South,Store_021,Service - Nutritionist,health_plan,PlanA,HOME_DELIVERY,IN_STORE,,,267.31,3,B2C,False,COMPLETED
OL_0000692,ORD_0000692,2025-08-13,CUST_00195,96033614993,M,1966-08-05,VitaShop Express,South,Store_006,Device - Wearable,health_plan,PlanC,HOME_DELIVERY,DIGITAL,Paid Search,brand_awareness_q1,613.95,1,B2C,False,COMPLETED
OL_0000693,ORD_0000693,2022-02-10,CUST_00195,96033614993,M,1966-08-05,VitaShop Express,South,Store_006,Service - Nutritionist,vitashop_wallet,,HOME_DELIVERY,IN_STORE,,,220.1,1,B2C,False,COMPLETED
OL_0000694,ORD_0000694,2022-09-12,CUST_00196,80365142849,M,1974-01-01,VitaShop Express,South,Store_011,Service - Personal Trainer,credit_card,,IN_STORE_PICKUP,IN_STORE,,,267.71,5,B2C,False,COMPLETED
OL_0000695,ORD_0000695,2023-10-06,CUST_00196,80365142849,M,1974-01-01,VitaShop Express,South,Store_011,Supplement - Protein,credit_card,,IN_STORE_PICKUP,DIGITAL,Paid Search,,93.12,1,PREMIUM,False,COMPLETED
OL_0000696,ORD_0000696,2022-09-13,CUST_00196,80365142849,M,1974-01-01,VitaShop Express,South,Store_011,Device - Monitor,health_plan,PlanA,HOME_DELIVERY,DIGITAL,Social,retention_email_q2,311.42,1,PREMIUM,False,COMPLETED
OL_0000697,ORD_0000697,2023-08-24,CUST_00196,80365142849,M,1974-01-01,VitaShop Express,South,Store_011,Service - Nutritionist,health_plan,PlanB,HOME_DELIVERY,DIGITAL,Social,new_year_promo,325.91,5,B2C,False,COMPLETED
OL_0000698,ORD_0000698,2025-11-09,CUST_00196,80365142849,M,1974-01-01,VitaShop Express,South,Store_011,Service - Personal Trainer,credit_card,,IN_STORE_PICKUP,IN_STORE,,,130.78,1,B2C,False,COMPLETED
OL_0000699,ORD_0000699,2025-05-18,CUST_00197,80220391097,F,1978-09-09,VitaShop Express,South,Store_011,Supplement - Vitamins,health_plan,PlanB,HOME_DELIVERY,CALL_CENTER,,,114.78,2,B2C,False,COMPLETED
OL_0000700,ORD_0000700,2024-02-21,CUST_00197,80220391097,F,1978-09-09,VitaShop Express,South,Store_011,Supplement - Vitamins,health_plan,PlanA,HOME_DELIVERY,DIGITAL,Organic Search,black_friday,89.67,2,B2C,False,COMPLETED
OL_0000701,ORD_0000701,2025-07-20,CUST_00197,80220391097,F,1978-09-09,VitaShop Express,South,Store_011,Service - Personal Trainer,health_plan,PlanB,IN_STORE_PICKUP,DIGITAL,Direct,,301.82,4,PREMIUM,False,COMPLETED
OL_0000702,ORD_0000702,2022-02-23,CUST_00197,80220391097,F,1978-09-09,VitaShop Express,South,Store_011,Supplement - Vitamins,health_plan,PlanB,IN_STORE_PICKUP,DIGITAL,Organic Search,,72.88,5,B2C,False,COMPLETED
OL_0000703,ORD_0000703,2023-11-15,CUST_00197,80220391097,F,1978-09-09,VitaShop Express,South,Store_011,Supplement - Vitamins,vitashop_wallet,,IN_STORE_PICKUP,IN_STORE,,,21.28,3,B2C,False,COMPLETED
OL_0000704,ORD_0000704,2024-02-15,CUST_00197,80220391097,F,1978-09-09,VitaShop Express,South,Store_011,Supplement - Protein,credit_card,,HOME_DELIVERY,DIGITAL,Referral,black_friday,88.76,1,B2C,False,COMPLETED
OL_0000705,ORD_0000705,2025-02-03,CUST_00197,80220391097,F,1978-09-09,VitaShop Express,South,Store_011,Service - Nutritionist,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Organic Search,retention_email_q2,128.78,4,PREMIUM,False,COMPLETED
OL_0000706,ORD_0000706,2024-12-24,CUST_00197,80220391097,F,1978-09-09,VitaShop Express,South,Store_011,Service - Nutritionist,health_plan,PlanB,HOME_DELIVERY,IN_STORE,,,239.92,4,B2C,False,COMPLETED
OL_0000707,ORD_0000707,2022-11-15,CUST_00197,80220391097,F,1978-09-09,VitaShop Express,South,Store_011,Supplement - Vitamins,health_plan,PlanC,HOME_DELIVERY,DIGITAL,Social,,139.4,1,PREMIUM,False,COMPLETED
OL_0000708,ORD_0000708,2023-05-26,CUST_00197,80220391097,F,1978-09-09,VitaShop Express,South,Store_011,Service - Nutritionist,health_plan,PlanC,HOME_DELIVERY,DIGITAL,Email,retention_email_q2,295.59,3,B2C,False,COMPLETED
OL_0000709,ORD_0000709,2023-04-14,CUST_00198,09717708436,M,1970-03-12,VitaShop Express,North,Store_009,Service - Personal Trainer,vitashop_wallet,,HOME_DELIVERY,IN_STORE,,,288.06,4,PREMIUM,False,COMPLETED
OL_0000710,ORD_0000710,2022-06-07,CUST_00198,09717708436,M,1970-03-12,VitaShop Express,North,Store_009,Supplement - Vitamins,health_plan,PlanC,IN_STORE_PICKUP,IN_STORE,,,27.46,5,B2C,False,COMPLETED
OL_0000711,ORD_0000711,2022-01-22,CUST_00198,09717708436,M,1970-03-12,VitaShop Express,North,Store_009,Service - Personal Trainer,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Referral,retention_email_q2,219.05,4,PREMIUM,False,COMPLETED
OL_0000712,ORD_0000712,2024-04-10,CUST_00199,56440785439,N/A,2006-04-10,VitaShop Premium,North,Store_024,Service - Nutritionist,credit_card,,IN_STORE_PICKUP,DIGITAL,Unidentified,,269.7,4,B2C,False,COMPLETED
OL_0000713,ORD_0000713,2025-09-16,CUST_00199,56440785439,N/A,2006-04-10,VitaShop Premium,North,Store_024,Service - Personal Trainer,health_plan,PlanC,HOME_DELIVERY,CALL_CENTER,,,262.12,2,PREMIUM,False,COMPLETED
OL_0000714,ORD_0000714,2024-01-22,CUST_00199,56440785439,N/A,2006-04-10,VitaShop Premium,North,Store_024,Service - Nutritionist,credit_card,,HOME_DELIVERY,DIGITAL,Organic Search,new_year_promo,126.03,4,PREMIUM,False,COMPLETED
OL_0000715,ORD_0000715,2025-10-22,CUST_00199,56440785439,N/A,2006-04-10,VitaShop Premium,North,Store_024,Service - Nutritionist,credit_card,,IN_STORE_PICKUP,IN_STORE,,,160.78,3,B2C,False,COMPLETED
OL_0000716,ORD_0000716,2025-03-10,CUST_00200,03029407207,N/A,1976-08-13,VitaShop Premium,Midwest,Store_008,Supplement - Vitamins,vitashop_wallet,,IN_STORE_PICKUP,IN_STORE,,,136.02,4,PREMIUM,False,COMPLETED
OL_0000717,ORD_0000717,2022-01-13,CUST_00200,03029407207,N/A,1976-08-13,VitaShop Premium,Midwest,Store_008,Device - Wearable,health_plan,PlanA,IN_STORE_PICKUP,DIGITAL,Direct,brand_awareness_q1,728.63,3,B2C,False,COMPLETED
OL_0000718,ORD_0000718,2024-06-01,CUST_00200,03029407207,N/A,1976-08-13,VitaShop Premium,Midwest,Store_008,Supplement - Vitamins,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Social,retention_email_q2,138.7,1,B2C,False,COMPLETED
OL_0000719,ORD_0000719,2023-05-28,CUST_00200,03029407207,N/A,1976-08-13,VitaShop Premium,Midwest,Store_008,Device - Wearable,credit_card,,HOME_DELIVERY,DIGITAL,Direct,black_friday,498.68,2,B2C,False,COMPLETED
OL_0000720,ORD_0000720,2024-06-18,CUST_00201,15604579477,M,1949-07-17,VitaShop Premium,Northeast,Store_002,Supplement - Vitamins,credit_card,,HOME_DELIVERY,DIGITAL,Email,brand_awareness_q1,34.39,2,B2C,False,COMPLETED
OL_0000721,ORD_0000721,2024-05-12,CUST_00201,15604579477,M,1949-07-17,VitaShop Premium,Northeast,Store_002,Device - Monitor,health_plan,PlanC,IN_STORE_PICKUP,IN_STORE,,,766.44,2,PREMIUM,False,COMPLETED
OL_0000722,ORD_0000722,2024-09-28,CUST_00201,15604579477,M,1949-07-17,VitaShop Premium,Northeast,Store_002,Device - Wearable,health_plan,PlanB,IN_STORE_PICKUP,CALL_CENTER,,,638.21,3,B2C,False,COMPLETED
OL_0000723,ORD_0000723,2024-03-07,CUST_00201,15604579477,M,1949-07-17,VitaShop Premium,Northeast,Store_002,Supplement - Protein,credit_card,,IN_STORE_PICKUP,IN_STORE,,,40.22,2,B2C,False,COMPLETED
OL_0000724,ORD_0000724,2025-10-21,CUST_00202,67633606770,M,1990-02-16,VitaShop Pro,Northeast,Store_027,Device - Wearable,vitashop_wallet,,IN_STORE_PICKUP,IN_STORE,,,462.13,4,B2C,False,COMPLETED
OL_0000725,ORD_0000725,2025-06-18,CUST_00203,10793094930,M,1994-05-05,VitaShop Express,Midwest,Store_008,Service - Personal Trainer,credit_card,,IN_STORE_PICKUP,DIGITAL,Paid Search,black_friday,348.45,3,B2C,False,COMPLETED
OL_0000726,ORD_0000726,2023-02-11,CUST_00203,10793094930,M,1994-05-05,VitaShop Express,Midwest,Store_008,Service - Personal Trainer,vitashop_wallet,,IN_STORE_PICKUP,CALL_CENTER,,,245.0,5,B2C,False,COMPLETED
OL_0000727,ORD_0000727,2022-11-01,CUST_00204,61932675192,N/A,1947-12-15,VitaShop Premium,North,Store_004,Supplement - Protein,credit_card,,IN_STORE_PICKUP,DIGITAL,Organic Search,black_friday,75.42,2,B2C,False,COMPLETED
OL_0000728,ORD_0000728,2022-04-15,CUST_00204,61932675192,N/A,1947-12-15,VitaShop Premium,North,Store_004,Device - Wearable,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Referral,,368.52,2,B2C,False,COMPLETED
OL_0000729,ORD_0000729,2025-08-11,CUST_00204,61932675192,N/A,1947-12-15,VitaShop Premium,North,Store_004,Device - Monitor,credit_card,,HOME_DELIVERY,DIGITAL,Direct,black_friday,310.53,4,PREMIUM,False,COMPLETED
OL_0000730,ORD_0000730,2025-09-14,CUST_00205,67187738213,F,1966-04-17,VitaShop Express,Midwest,Store_023,Device - Monitor,health_plan,PlanB,IN_STORE_PICKUP,DIGITAL,Email,black_friday,270.15,4,B2C,False,COMPLETED
OL_0000731,ORD_0000731,2022-01-28,CUST_00206,01432332548,N/A,1992-12-16,VitaShop Pro,Southeast,Store_020,Service - Nutritionist,health_plan,PlanB,IN_STORE_PICKUP,CALL_CENTER,,,177.35,3,B2C,False,COMPLETED
OL_0000732,ORD_0000732,2023-05-03,CUST_00207,89320527105,M,1997-09-26,VitaShop Express,Southeast,Store_025,Device - Monitor,health_plan,PlanC,IN_STORE_PICKUP,DIGITAL,Email,brand_awareness_q1,559.21,2,B2C,False,COMPLETED
OL_0000733,ORD_0000733,2025-09-02,CUST_00207,89320527105,M,1997-09-26,VitaShop Express,Southeast,Store_025,Supplement - Vitamins,credit_card,,IN_STORE_PICKUP,CALL_CENTER,,,142.44,1,B2C,False,COMPLETED
OL_0000734,ORD_0000734,2024-08-29,CUST_00207,89320527105,M,1997-09-26,VitaShop Express,Southeast,Store_025,Service - Nutritionist,credit_card,,IN_STORE_PICKUP,CALL_CENTER,,,131.76,2,B2C,False,COMPLETED
OL_0000735,ORD_0000735,2025-02-21,CUST_00208,48309949974,M,1998-04-25,VitaShop Express,North,Store_019,Device - Monitor,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Referral,brand_awareness_q1,463.83,1,B2C,False,COMPLETED
OL_0000736,ORD_0000736,2022-02-14,CUST_00208,48309949974,M,1998-04-25,VitaShop Express,North,Store_019,Service - Nutritionist,credit_card,,IN_STORE_PICKUP,DIGITAL,Paid Search,black_friday,96.41,5,PREMIUM,False,COMPLETED
OL_0000737,ORD_0000737,2024-03-25,CUST_00208,48309949974,M,1998-04-25,VitaShop Express,North,Store_019,Service - Personal Trainer,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Social,brand_awareness_q1,282.7,4,B2C,False,COMPLETED
OL_0000738,ORD_0000738,2024-03-31,CUST_00208,48309949974,M,1998-04-25,VitaShop Express,North,Store_019,Device - Monitor,health_plan,PlanC,IN_STORE_PICKUP,DIGITAL,Organic Search,retention_email_q2,602.87,5,B2C,False,COMPLETED
OL_0000739,ORD_0000739,2024-12-11,CUST_00208,48309949974,M,1998-04-25,VitaShop Express,North,Store_019,Device - Monitor,vitashop_wallet,,HOME_DELIVERY,IN_STORE,,,508.9,3,B2C,False,COMPLETED
OL_0000740,ORD_0000740,2023-05-03,CUST_00208,48309949974,M,1998-04-25,VitaShop Express,North,Store_019,Supplement - Protein,vitashop_wallet,,HOME_DELIVERY,CALL_CENTER,,,55.16,2,B2C,False,COMPLETED
OL_0000741,ORD_0000741,2023-03-07,CUST_00209,80294121523,F,1956-05-10,VitaShop Express,Northeast,Store_022,Supplement - Protein,health_plan,PlanC,HOME_DELIVERY,DIGITAL,Direct,,30.82,3,PREMIUM,False,COMPLETED
OL_0000742,ORD_0000742,2025-06-06,CUST_00210,60620430218,N/A,1990-03-22,VitaShop Pro,Midwest,Store_003,Device - Monitor,vitashop_wallet,,IN_STORE_PICKUP,IN_STORE,,,292.53,3,PREMIUM,False,COMPLETED
OL_0000743,ORD_0000743,2025-01-05,CUST_00211,95305895992,M,1951-09-28,VitaShop Pro,Midwest,Store_008,Service - Nutritionist,health_plan,PlanC,HOME_DELIVERY,DIGITAL,Referral,,314.91,3,B2C,False,COMPLETED
OL_0000744,ORD_0000744,2024-06-24,CUST_00211,95305895992,M,1951-09-28,VitaShop Pro,Midwest,Store_008,Device - Monitor,credit_card,,HOME_DELIVERY,DIGITAL,Social,,439.94,2,B2C,False,COMPLETED
OL_0000745,ORD_0000745,2022-10-31,CUST_00211,95305895992,M,1951-09-28,VitaShop Pro,Midwest,Store_008,Supplement - Protein,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Email,retention_email_q2,94.06,2,PREMIUM,False,COMPLETED
OL_0000746,ORD_0000746,2023-08-01,CUST_00211,95305895992,M,1951-09-28,VitaShop Pro,Midwest,Store_008,Device - Monitor,credit_card,,HOME_DELIVERY,DIGITAL,Paid Search,,272.1,5,B2C,False,COMPLETED
OL_0000747,ORD_0000747,2024-07-20,CUST_00211,95305895992,M,1951-09-28,VitaShop Pro,Midwest,Store_008,Device - Wearable,health_plan,PlanB,IN_STORE_PICKUP,DIGITAL,Social,retention_email_q2,214.82,5,B2C,False,COMPLETED
OL_0000748,ORD_0000748,2025-08-12,CUST_00211,95305895992,M,1951-09-28,VitaShop Pro,Midwest,Store_008,Supplement - Vitamins,credit_card,,IN_STORE_PICKUP,DIGITAL,Organic Search,black_friday,21.75,5,PREMIUM,False,COMPLETED
OL_0000749,ORD_0000749,2022-08-06,CUST_00211,95305895992,M,1951-09-28,VitaShop Pro,Midwest,Store_008,Service - Personal Trainer,health_plan,PlanC,IN_STORE_PICKUP,IN_STORE,,,117.59,2,PREMIUM,False,COMPLETED
OL_0000750,ORD_0000750,2023-09-22,CUST_00211,95305895992,M,1951-09-28,VitaShop Pro,Midwest,Store_008,Device - Wearable,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Organic Search,,230.0,5,PREMIUM,False,COMPLETED
OL_0000751,ORD_0000751,2023-08-31,CUST_00211,95305895992,M,1951-09-28,VitaShop Pro,Midwest,Store_008,Service - Nutritionist,credit_card,,HOME_DELIVERY,IN_STORE,,,80.33,2,B2C,False,COMPLETED
OL_0000752,ORD_0000752,2024-02-29,CUST_00211,95305895992,M,1951-09-28,VitaShop Pro,Midwest,Store_008,Device - Monitor,credit_card,,IN_STORE_PICKUP,CALL_CENTER,,,596.4,4,B2C,False,COMPLETED
OL_0000753,ORD_0000753,2022-08-14,CUST_00212,69090482204,N/A,1980-12-15,VitaShop Pro,Midwest,Store_028,Supplement - Protein,credit_card,,HOME_DELIVERY,IN_STORE,,,29.92,3,B2C,False,COMPLETED
OL_0000754,ORD_0000754,2022-06-23,CUST_00212,69090482204,N/A,1980-12-15,VitaShop Pro,Midwest,Store_028,Service - Nutritionist,credit_card,,HOME_DELIVERY,DIGITAL,Email,,128.97,5,B2C,False,COMPLETED
OL_0000755,ORD_0000755,2025-07-03,CUST_00213,26340368842,N/A,1997-02-25,VitaShop Premium,South,Store_026,Device - Monitor,vitashop_wallet,,HOME_DELIVERY,IN_STORE,,,580.13,4,PREMIUM,False,COMPLETED
OL_0000756,ORD_0000756,2025-12-27,CUST_00213,26340368842,N/A,1997-02-25,VitaShop Premium,South,Store_026,Supplement - Protein,credit_card,,IN_STORE_PICKUP,IN_STORE,,,61.63,2,B2C,False,COMPLETED
OL_0000757,ORD_0000757,2024-09-06,CUST_00213,26340368842,N/A,1997-02-25,VitaShop Premium,South,Store_026,Supplement - Protein,credit_card,,HOME_DELIVERY,CALL_CENTER,,,31.76,2,PREMIUM,False,COMPLETED
OL_0000758,ORD_0000758,2024-02-28,CUST_00213,26340368842,N/A,1997-02-25,VitaShop Premium,South,Store_026,Device - Monitor,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Email,,665.78,5,B2C,False,COMPLETED
OL_0000759,ORD_0000759,2023-05-19,CUST_00214,85648736043,F,1976-11-11,VitaShop Pro,Midwest,Store_018,Device - Wearable,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Social,,498.54,5,B2C,False,COMPLETED
OL_0000760,ORD_0000760,2024-05-13,CUST_00214,85648736043,F,1976-11-11,VitaShop Pro,Midwest,Store_018,Service - Nutritionist,health_plan,PlanA,IN_STORE_PICKUP,CALL_CENTER,,,143.5,1,B2C,False,COMPLETED
OL_0000761,ORD_0000761,2024-01-13,CUST_00214,85648736043,F,1976-11-11,VitaShop Pro,Midwest,Store_018,Device - Wearable,health_plan,PlanB,IN_STORE_PICKUP,IN_STORE,,,742.39,1,PREMIUM,False,COMPLETED
OL_0000762,ORD_0000762,2022-10-13,CUST_00214,85648736043,F,1976-11-11,VitaShop Pro,Midwest,Store_018,Device - Wearable,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Unidentified,,286.98,2,B2C,False,COMPLETED
OL_0000763,ORD_0000763,2025-11-25,CUST_00215,05143108640,N/A,1974-10-08,VitaShop Pro,Midwest,Store_003,Supplement - Vitamins,health_plan,PlanA,HOME_DELIVERY,DIGITAL,Organic Search,,27.03,3,B2C,False,COMPLETED
OL_0000764,ORD_0000764,2022-11-20,CUST_00216,32770619045,F,1977-05-26,VitaShop Express,South,Store_001,Supplement - Vitamins,credit_card,,IN_STORE_PICKUP,DIGITAL,Organic Search,retention_email_q2,93.99,1,PREMIUM,False,COMPLETED
OL_0000765,ORD_0000765,2023-01-09,CUST_00216,32770619045,F,1977-05-26,VitaShop Express,South,Store_001,Service - Personal Trainer,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Social,,191.11,4,B2C,False,COMPLETED
OL_0000766,ORD_0000766,2025-11-24,CUST_00216,32770619045,F,1977-05-26,VitaShop Express,South,Store_001,Device - Monitor,credit_card,,IN_STORE_PICKUP,DIGITAL,Organic Search,,638.24,5,B2C,False,COMPLETED
OL_0000767,ORD_0000767,2024-05-17,CUST_00216,32770619045,F,1977-05-26,VitaShop Express,South,Store_001,Device - Wearable,health_plan,PlanC,HOME_DELIVERY,CALL_CENTER,,,476.22,5,B2C,False,COMPLETED
OL_0000768,ORD_0000768,2023-07-11,CUST_00216,32770619045,F,1977-05-26,VitaShop Express,South,Store_001,Service - Nutritionist,credit_card,,IN_STORE_PICKUP,DIGITAL,Paid Search,,247.14,4,B2C,False,COMPLETED
OL_0000769,ORD_0000769,2025-02-19,CUST_00216,32770619045,F,1977-05-26,VitaShop Express,South,Store_001,Supplement - Protein,health_plan,PlanC,HOME_DELIVERY,IN_STORE,,,60.71,4,B2C,False,COMPLETED
OL_0000770,ORD_0000770,2024-01-31,CUST_00217,43243152456,F,1998-07-18,VitaShop Pro,North,Store_014,Device - Wearable,health_plan,PlanB,IN_STORE_PICKUP,DIGITAL,Organic Search,brand_awareness_q1,542.07,3,B2C,False,COMPLETED
OL_0000771,ORD_0000771,2022-05-14,CUST_00218,42195530857,M,1966-10-08,VitaShop Express,Midwest,Store_023,Service - Nutritionist,credit_card,,IN_STORE_PICKUP,DIGITAL,Direct,retention_email_q2,144.89,1,B2C,False,COMPLETED
OL_0000772,ORD_0000772,2022-04-02,CUST_00218,42195530857,M,1966-10-08,VitaShop Express,Midwest,Store_023,Device - Wearable,health_plan,PlanB,HOME_DELIVERY,DIGITAL,Direct,brand_awareness_q1,787.35,1,PREMIUM,False,COMPLETED
